8746,1
800,1
731376,1
727171,1
723727,1
723572,1
723540,1
709025,1
702778,1
702187,1
699322,1
698572,1
698102,1
693501,1
321942,1
671753,1
558637,1
684054,1
627975,1
676957,1
675555,1
52604,1
674665,1
672157,1
4845,1
671990,1
14032,1
655156,1
391001,1
646511,1
633993,1
625868,1
621344,1
605293,1
24192,1
451854,1
593031,1
54044,1
583368,1
9249,1
1018,1
581404,1
566014,1
565904,1
561328,1
10645,1
558306,1
555782,1
11228,1
440494,1
636941,1
553754,1
15118,1
551718,1
546266,1
553565,1
542386,1
54139,1
395222,1
539804,1
22142,1
526717,1
705447,1
11034,1
346086,1
520437,1
51363,1
499175,1
712974,1
676179,1
494283,1
6919,1
379885,1
493902,1
492275,1
47201,1
490446,1
622913,1
489223,1
717023,1
48412,1
18506,1
563256,1
482802,1
622596,1
47451,1
472308,1
569692,1
459942,1
459701,1
451902,1
623276,1
449640,1
44125,1
14361,1
44094,1
374983,1
44993,1
439881,1
428267,1
611982,1
622615,1
424113,1
350270,1
11406,1
422241,1
414923,1
617001,1
545388,1
406719,1
402821,1
589712,1
50730,1
412080,1
376865,1
362930,1
40273,1
351219,1
13656,1
402459,1
42522,1
695065,1
402692,1
401131,1
54182,1
393043,1
677300,1
38278,1
37706,1
382586,1
380283,1
40590,1
580701,1
433330,1
350023,1
424080,1
25718,1
37490,1
326663,1
414067,1
371825,1
34822,1
607244,1
693716,1
367814,1
16730,1
36446,1
385405,1
27299,1
706656,1
354118,1
598362,1
2490,1
603706,1
353252,1
546985,1
348076,1
8232,1
715171,1
390098,1
23130,1
348419,1
344298,1
19578,1
10992,1
2384,1
342967,1
335844,1
321198,1
29830,1
664480,1
4005,1
11779,1
28634,1
26828,1
321901,1
365943,1
11387,1
1280,1
16399,1
5205,1
39496,1
18973,1
647348,1
23962,1
428510,1
1147,1
2611,1
13516,1
475181,1
403123,1
27232,1
559223,1
472723,1
11515,1
483461,1
15608,1
601520,1
2243,1
502657,1
4119,1
20658,1
520334,1
10860,1
694842,1
587238,1
47546,1
11117,1
9783,1
435210,1
367244,1
29192,1
5849,1
11109,1
10642,1
34652,1
542043,1
711992,1
52930,1
457302,1
6864,1
371824,1
14829,1
665057,1
41391,1
9992,0
9649,0
9331,0
8349,0
8081,0
7546,0
733248,0
732168,0
724519,0
722825,0
719612,0
718668,0
712144,0
711285,0
711096,0
709834,0
704821,0
697369,0
695809,0
694754,0
689517,0
688144,0
687558,0
686432,0
686056,0
684548,0
680357,0
680107,0
676430,0
6764,0
674321,0
670961,0
670572,0
670038,0
668553,0
666136,0
663668,0
662377,0
656582,0
654960,0
652213,0
651981,0
651622,0
649505,0
649304,0
646584,0
646048,0
645441,0
644194,0
711393,0
644172,0
643519,0
641749,0
641506,0
640625,0
637262,0
637126,0
637099,0
630412,0
630040,0
684228,0
629394,0
627804,0
626680,0
626375,0
632095,0
624298,0
624058,0
621548,0
618739,0
618378,0
618339,0
718138,0
616049,0
615629,0
610954,0
610736,0
609164,0
8706,0
611424,0
608102,0
607848,0
604886,0
700208,0
603668,0
602842,0
7846,0
598823,0
598112,0
593507,0
592212,0
591073,0
589254,0
587911,0
587452,0
605210,0
585420,0
585375,0
681471,0
583636,0
587741,0
582899,0
582784,0
582205,0
578484,0
571254,0
570555,0
634182,0
5698,0
567505,0
563987,0
563257,0
8927,0
559602,0
559562,0
557792,0
557088,0
557066,0
556842,0
554104,0
553826,0
54821,0
545553,0
545042,0
542107,0
541739,0
541543,0
557069,0
540328,0
683651,0
539900,0
539767,0
53826,0
537250,0
535807,0
535432,0
535175,0
53487,0
534659,0
52317,0
613112,0
522816,0
521509,0
521267,0
52070,0
518960,0
517721,0
724288,0
51677,0
721599,0
51646,0
684756,0
515364,0
5153,0
51242,0
564240,0
511604,0
719688,0
51017,0
9595,0
50864,0
50810,0
50710,0
506890,0
506257,0
503074,0
502576,0
502389,0
50226,0
501948,0
498937,0
49814,0
689199,0
525619,0
497277,0
49716,0
672835,0
496365,0
495542,0
494670,0
494317,0
49392,0
493085,0
493015,0
492887,0
492809,0
684569,0
49157,0
489653,0
489551,0
48851,0
487984,0
487982,0
568842,0
487746,0
654080,0
487744,0
48769,0
48726,0
486209,0
485374,0
484538,0
688041,0
618579,0
482827,0
529352,0
482688,0
664835,0
488218,0
48188,0
679350,0
641052,0
48062,0
570253,0
480481,0
47976,0
617407,0
475083,0
47295,0
731841,0
591818,0
47233,0
432842,0
471408,0
626276,0
470651,0
10640,0
12968,0
30754,0
4704,0
46873,0
467615,0
46637,0
464033,0
19226,0
35807,0
459313,0
9611,0
457912,0
722957,0
612331,0
44856,0
456740,0
557891,0
456,0
32159,0
45336,0
718408,0
508291,0
410421,0
45326,0
647113,0
45175,0
451743,0
21276,0
45111,0
4683,0
447066,0
431454,0
44691,0
11680,0
44235,0
446475,0
445326,0
441493,0
7325,0
440878,0
35806,0
44076,0
4404,0
44020,0
31773,0
439914,0
437728,0
5718,0
4377,0
23361,0
43763,0
2130,0
434802,0
446813,0
675475,0
432486,0
43077,0
672238,0
42978,0
37611,0
42716,0
484261,0
42710,0
41928,0
448241,0
615471,0
414916,0
414287,0
413252,0
646805,0
41105,0
37074,0
466082,0
34111,0
41080,0
683134,0
436776,0
424686,0
41042,0
410033,0
381990,0
409905,0
41028,0
49832,0
409053,0
401805,0
4011,0
13935,0
399483,0
399287,0
610371,0
415407,0
398243,0
4605,0
39816,0
720496,0
384518,0
397730,0
395790,0
453545,0
506908,0
397550,0
39441,0
46198,0
39170,0
390245,0
718266,0
686083,0
51013,0
390059,0
389744,0
432023,0
10920,0
383838,0
38827,0
16748,0
43035,0
386705,0
385972,0
385943,0
495216,0
433760,0
385171,0
633645,0
561870,0
382891,0
441399,0
608414,0
383930,0
630830,0
584643,0
378787,0
548256,0
356080,0
377237,0
415865,0
44406,0
375408,0
37523,0
41283,0
38506,0
700508,0
594073,0
37510,0
605039,0
558643,0
346168,0
4240,0
374877,0
14556,0
344872,0
372965,0
701955,0
445943,0
629316,0
374074,0
372824,0
567707,0
371781,0
13310,0
371605,0
6282,0
37132,0
32875,0
385010,0
371148,0
537667,0
367506,0
407865,0
687884,0
366542,0
10774,0
