fscore	hiddenLayerSizes	numHiddenLayers	precision	recall
0.65671641791	200	0	0.488888888889	1.0
0.65671641791	150	0	0.488888888889	1.0
0.65671641791	100	0	0.488888888889	1.0
0.65671641791	40	0	0.488888888889	1.0
0.65671641791	10	0	0.488888888889	1.0
0.65671641791	200	1	0.488888888889	1.0
0.65671641791	150	1	0.488888888889	1.0
0.65671641791	100	1	0.488888888889	1.0
0.65671641791	40	1	0.488888888889	1.0
0.65671641791	10	1	0.488888888889	1.0
0.545454545455	200	2	0.818181818182	0.409090909091
0.46875	150	2	0.75	0.340909090909
0.582278481013	100	2	0.657142857143	0.522727272727
0.56	40	2	0.677419354839	0.477272727273
0.65671641791	10	2	0.488888888889	1.0
0.0	200	3	0.0	0.0
0.0	150	3	0.0	0.0
0.0	100	3	0.0	0.0
0.440366972477	40	3	0.369230769231	0.545454545455
0.65671641791	10	3	0.488888888889	1.0
0.0	200	4	0.0	0.0
0.0	150	4	0.0	0.0
0.0	100	4	0.0	0.0
0.0	40	4	0.0	0.0
0.659090909091	10	4	0.659090909091	0.659090909091
0.0	200	5	0.0	0.0
0.0	150	5	0.0	0.0
0.0	100	5	0.0	0.0
0.0	40	5	0.0	0.0
0.467289719626	10	5	0.396825396825	0.568181818182
0.0	200	6	0.0	0.0
0.0	150	6	0.0	0.0
0.0	100	6	0.0	0.0
0.0	40	6	0.0	0.0
0.0	10	6	0.0	0.0
0.0	200	7	0.0	0.0
0.0	150	7	0.0	0.0
0.0	100	7	0.0	0.0
0.0	40	7	0.0	0.0
0.0	10	7	0.0	0.0
0.0	200	8	0.0	0.0
0.0	150	8	0.0	0.0
0.0	100	8	0.0	0.0
0.0	40	8	0.0	0.0
0.0	10	8	0.0	0.0
