fscore,hiddenLayerSizes,numHiddenLayers,precision,recall
0.779220779221,100,0,0.909090909091,0.681818181818
0.779220779221,50,0,0.909090909091,0.681818181818
0.779220779221,25,0,0.909090909091,0.681818181818
0.779220779221,10,0,0.909090909091,0.681818181818
0.65671641791,100,1,0.488888888889,1.0
0.65671641791,50,1,0.488888888889,1.0
0.863636363636,25,1,0.863636363636,0.863636363636
0.850574712644,10,1,0.860465116279,0.840909090909
0.65671641791,100,2,0.488888888889,1.0
0.65671641791,50,2,0.488888888889,1.0
0.65671641791,25,2,0.488888888889,1.0
0.808510638298,10,2,0.76,0.863636363636
0.65671641791,100,3,0.488888888889,1.0
0.65671641791,50,3,0.488888888889,1.0
0.65671641791,25,3,0.488888888889,1.0
0.65671641791,10,3,0.488888888889,1.0
