fscore,hiddenLayerSizes,numHiddenLayers,precision,recall
0.746666666667,100,0,0.903225806452,0.636363636364
0.746666666667,50,0,0.903225806452,0.636363636364
0.746666666667,25,0,0.903225806452,0.636363636364
0.746666666667,10,0,0.903225806452,0.636363636364
0.65671641791,100,1,0.488888888889,1.0
0.65671641791,50,1,0.488888888889,1.0
0.65671641791,25,1,0.488888888889,1.0
0.714285714286,10,1,0.588235294118,0.909090909091
0.65671641791,100,2,0.488888888889,1.0
0.65671641791,50,2,0.488888888889,1.0
0.65671641791,25,2,0.488888888889,1.0
0.65671641791,10,2,0.488888888889,1.0
0.65671641791,100,3,0.488888888889,1.0
0.65671641791,50,3,0.488888888889,1.0
0.65671641791,25,3,0.488888888889,1.0
0.65671641791,10,3,0.488888888889,1.0
