fscore	hiddenLayerSizes	numHiddenLayers	precision	recall
0.65671641791	200	0	0.488888888889	1.0
0.65671641791	150	0	0.488888888889	1.0
0.65671641791	100	0	0.488888888889	1.0
0.65671641791	40	0	0.488888888889	1.0
0.65671641791	10	0	0.488888888889	1.0
0.65671641791	200	1	0.488888888889	1.0
0.65671641791	150	1	0.488888888889	1.0
0.65671641791	100	1	0.488888888889	1.0
0.65671641791	40	1	0.488888888889	1.0
0.65671641791	10	1	0.488888888889	1.0
0.65671641791	200	2	0.488888888889	1.0
0.65671641791	150	2	0.488888888889	1.0
0.65671641791	100	2	0.488888888889	1.0
0.65671641791	40	2	0.488888888889	1.0
0.65671641791	10	2	0.488888888889	1.0
0.307692307692	200	3	0.352941176471	0.272727272727
0.367816091954	150	3	0.372093023256	0.363636363636
0.243902439024	100	3	0.263157894737	0.227272727273
0.65671641791	40	3	0.488888888889	1.0
0.65671641791	10	3	0.488888888889	1.0
0.0	200	4	0.0	0.0
0.0	150	4	0.0	0.0
0.0	100	4	0.0	0.0
0.530973451327	40	4	0.434782608696	0.681818181818
0.65671641791	10	4	0.488888888889	1.0
0.0	200	5	0.0	0.0
0.0	150	5	0.0	0.0
0.0	100	5	0.0	0.0
0.0	40	5	0.0	0.0
0.65671641791	10	5	0.488888888889	1.0
0.0	200	6	0.0	0.0
0.0	150	6	0.0	0.0
0.0	100	6	0.0	0.0
0.0	40	6	0.0	0.0
0.467289719626	10	6	0.396825396825	0.568181818182
0.0	200	7	0.0	0.0
0.0	150	7	0.0	0.0
0.0	100	7	0.0	0.0
0.0	40	7	0.0	0.0
0.446601941748	10	7	0.389830508475	0.522727272727
0.0	200	8	0.0	0.0
0.0	150	8	0.0	0.0
0.0	100	8	0.0	0.0
0.0	40	8	0.0	0.0
0.446601941748	10	8	0.389830508475	0.522727272727
