fscore	hiddenLayerSizes	numHiddenLayers	precision	recall
0.65671641791	200	0	0.488888888889	1.0
0.65671641791	150	0	0.488888888889	1.0
0.65671641791	100	0	0.488888888889	1.0
0.65671641791	40	0	0.488888888889	1.0
0.65671641791	10	0	0.488888888889	1.0
0.65671641791	200	1	0.488888888889	1.0
0.65671641791	150	1	0.488888888889	1.0
0.65671641791	100	1	0.488888888889	1.0
0.65671641791	40	1	0.488888888889	1.0
0.65671641791	10	1	0.488888888889	1.0
0.491803278689	200	2	0.882352941176	0.340909090909
0.426229508197	150	2	0.764705882353	0.295454545455
0.65671641791	100	2	0.488888888889	1.0
0.65671641791	40	2	0.488888888889	1.0
0.65671641791	10	2	0.488888888889	1.0
0.0	200	3	0.0	0.0
0.0	150	3	0.0	0.0
0.243902439024	100	3	0.263157894737	0.227272727273
0.468468468468	40	3	0.388059701493	0.590909090909
0.65671641791	10	3	0.488888888889	1.0
0.0	200	4	0.0	0.0
0.0	150	4	0.0	0.0
0.0	100	4	0.0	0.0
0.515463917526	40	4	0.471698113208	0.568181818182
0.65671641791	10	4	0.488888888889	1.0
0.0	200	5	0.0	0.0
0.0	150	5	0.0	0.0
0.0	100	5	0.0	0.0
0.0	40	5	0.0	0.0
0.481481481481	10	5	0.40625	0.590909090909
0.0	200	6	0.0	0.0
0.0	150	6	0.0	0.0
0.0	100	6	0.0	0.0
0.0	40	6	0.0	0.0
0.477064220183	10	6	0.4	0.590909090909
0.0	200	7	0.0	0.0
0.0	150	7	0.0	0.0
0.0	100	7	0.0	0.0
0.0	40	7	0.0	0.0
0.0	10	7	0.0	0.0
0.0	200	8	0.0	0.0
0.0	150	8	0.0	0.0
0.0	100	8	0.0	0.0
0.0	40	8	0.0	0.0
0.0	10	8	0.0	0.0
